id,cols_1,cols_2,cols_3,cols_4,cols_5,cols_6,cols_7,cols_8,cols_9,cols_10,cols_11,cols_12,cols_13,cols_14,True_value
Id_4454,B,9.6,False,True,12.95,X,type_1,,122793.0,2.142857143,-27.828,5.488589937,True,B,119003.808
Id_7159,G,8.8,False,True,6.66,X,type_1,17.04,187835.0,1.428571429,-34.785,,True,C,47117.7168
Id_8221,B,9.0,False,,6.66,X,type_1,15.84,84674.0,1.428571429,-34.785,4.08882717,True,D,60789.96
Id_8596,C,9.4,False,True,12.95,X,type_0,23.76,74131.0,2.142857143,,5.488589937,,D,109029.228
Id_9589,A,9.4,False,True,7.4,Y,type_0,,82889.0,1.428571429,-27.828,4.08882717,False,A,135025.968
Id_6071,B,10.2,False,,10.36,Z,type_2,18.96,20835.0,1.428571429,-27.828,5.488589937,False,B,304383.3408
Id_2155,C,9.6,False,True,9.25,X,type_1,18.96,103390.0,1.428571429,-27.828,4.08882717,False,,91074.984
Id_6712,H,8.2,False,True,13.69,Z,type_1,27.12,186858.0,2.142857143,-27.828,5.488589937,,B,47092.584
Id_3715,D,9.8,False,True,11.1,Z,type_2,21.36,56312.0,2.142857143,-27.828,4.08882717,True,B,175898.184
Id_4057,I,9.4,False,,10.36,Z,type_2,18.96,101562.0,1.428571429,-27.828,4.08882717,True,A,103594.26
Id_5952,J,9.8,False,True,8.14,X,type_2,18.24,,1.428571429,-27.828,6.168843302,False,B,125632.584
Id_3102,I,9.4,False,True,8.14,Y,type_2,19.44,134396.0,1.428571429,-27.828,5.488589937,False,B,62800.584
Id_558,C,7.4,False,False,9.25,Z,type_1,,244395.0,1.428571429,-27.828,4.08882717,False,C,21362.88
Id_4610,J,9.6,False,True,12.21,X,type_1,27.84,,2.142857143,-27.828,6.168843302,False,D,106811.2584
Id_6978,I,6.0,False,False,21.09,W,type_1,31.2,,2.857142857,-27.828,4.08882717,False,C,185002.5408
Id_1436,D,9.0,False,,4.44,X,,11.52,74553.0,1.428571429,-34.785,4.08882717,False,D,47120.8584
Id_507,E,6.4,False,True,12.95,,type_1,35.04,237787.0,2.142857143,-27.828,5.488589937,False,C,43950.984
Id_1869,B,9.6,,True,4.44,X,type_0,13.2,86627.0,1.428571429,-27.828,4.08882717,False,D,87949.092
Id_755,B,8.0,False,True,12.95,X,,27.84,168814.0,2.142857143,-27.828,5.488589937,True,C,59687.2584
Id_5419,I,8.6,False,True,6.66,X,type_1,17.76,162604.0,1.428571429,-34.785,4.08882717,False,C,29842.0584
Id_4050,,10.4,False,True,9.25,X,type_3,11.28,6988.0,1.428571429,-34.785,4.08882717,True,D,188144.1408
Id_8089,B,9.2,False,,,X,type_1,24.48,,2.142857143,-27.828,,True,B,116236.0584
Id_3836,J,10.0,False,True,7.4,X,type_1,17.76,53644.0,1.428571429,-27.828,4.08882717,False,,80079.384
Id_2118,H,10.6,,True,9.25,X,type_1,15.84,7.0,1.428571429,,4.08882717,True,B,139889.1648
Id_6152,B,,,False,16.65,Z,type_2,25.68,40412.0,2.857142857,-13.914,1.834008086,False,D,345550.8672
Id_7808,,8.0,False,True,14.8,W,,30.72,164959.0,,-27.828,5.488589937,False,A,43950.984
Id_501,F,8.6,,False,,X,type_1,13.92,214002.0,1.428571429,,4.08882717,,B,24231.1608
Id_6259,E,9.2,False,True,11.84,Z,type_2,21.6,103026.0,1.428571429,-27.828,5.488589937,False,D,131915.784
Id_9743,B,7.8,False,True,,X,type_3,9.36,113997.0,1.428571429,,4.08882717,False,C,53375.784
Id_1539,B,10.4,False,True,9.25,Y,type_3,11.52,19448.0,1.428571429,-34.785,4.08882717,False,A,219817.752
Id_6141,D,9.4,,True,7.4,Y,type_0,15.84,61554.0,1.428571429,-27.828,4.08882717,False,A,131790.12
Id_1211,B,9.6,False,True,10.36,Y,type_2,20.64,97382.0,1.428571429,-27.828,5.488589937,False,,179036.6424
Id_9122,G,9.8,False,True,7.4,X,type_1,17.76,57820.0,1.428571429,,4.08882717,False,B,72253.6584
Id_672,G,10.0,False,True,7.4,X,,17.76,56405.0,1.428571429,-27.828,4.08882717,False,B,75395.2584
Id_3377,G,8.2,False,True,8.14,Z,type_2,18.0,252120.0,1.428571429,-27.828,4.08882717,False,A,37667.784
Id_8783,C,9.4,False,True,12.95,X,type_0,23.76,123526.0,2.142857143,-27.828,5.488589937,True,D,72215.9592
Id_1464,F,9.8,False,True,11.84,Z,type_2,21.36,,1.785714286,-27.828,4.08882717,True,C,159294.828
Id_1192,C,8.8,False,True,9.25,Z,type_1,19.92,164736.0,1.428571429,,4.08882717,True,A,56517.384
Id_6984,D,8.2,False,False,7.4,Z,type_0,20.88,194000.0,1.428571429,-27.828,4.08882717,False,C,40809.384
Id_1872,G,9.4,False,False,9.25,W,type_2,18.24,,1.428571429,-27.828,2.615056629,True,,78524.292
Id_3590,,9.4,False,True,10.36,Z,type_2,20.4,220382.0,1.428571429,-27.828,4.08882717,True,B,107599.8
Id_6726,D,,False,False,4.44,,type_0,,91967.0,1.428571429,-20.871,1.834008086,False,C,73356.36
Id_505,B,10.6,False,True,9.25,,type_3,11.52,,1.428571429,-34.785,4.08882717,True,A,191285.7408
Id_8118,B,9.0,False,False,11.1,Z,type_2,19.92,239674.0,1.428571429,-27.828,4.08882717,False,C,112940.52
Id_506,A,9.0,False,True,7.4,Y,type_0,18.0,66205.0,1.428571429,-27.828,4.08882717,True,A,130549.188
Id_9449,H,8.4,False,True,13.69,Z,type_1,27.12,120346.0,2.142857143,-27.828,5.488589937,True,,59658.984
Id_7131,B,10.0,False,True,6.66,X,type_3,10.08,49250.0,,-34.785,4.08882717,False,,99871.464
Id_4807,E,9.4,False,True,8.88,,type_2,18.24,188584.0,1.428571429,-27.828,4.08882717,True,,91074.984
Id_7303,F,8.4,False,True,14.8,W,type_1,25.44,182092.0,2.142857143,-27.828,4.08882717,True,A,46850.6808
Id_1773,C,,False,False,9.25,Z,type_2,22.08,196283.0,1.428571429,-27.828,4.08882717,False,A,69083.784
Id_6854,B,10.0,False,True,9.25,Y,type_3,11.52,76487.0,1.428571429,-34.785,4.08882717,True,B,172756.584
Id_4906,,,False,True,8.88,Z,type_2,20.64,,1.428571429,-27.828,4.08882717,,B,138170.7096
Id_797,H,10.6,False,True,11.1,Z,,19.2,1030.0,1.428571429,,4.08882717,False,C,226157.5008
Id_8785,J,9.6,False,True,,Y,type_1,20.4,37300.0,1.428571429,-27.828,4.08882717,False,A,94216.584
Id_7070,G,9.8,False,True,7.4,X,type_1,17.76,56964.0,1.428571429,,4.08882717,False,A,69052.368
Id_2829,G,7.6,False,True,,X,type_1,18.72,225901.0,1.428571429,-27.828,4.08882717,True,A,13508.88
Id_9319,B,9.4,False,,6.66,X,type_1,14.64,109897.0,1.428571429,-34.785,4.08882717,True,D,62800.584
Id_8737,G,8.0,,False,5.92,X,type_2,11.28,229732.0,1.428571429,-34.785,4.08882717,False,B,26665.9008
Id_312,G,,False,True,7.4,X,type_1,17.76,51180.0,1.428571429,-27.828,,False,A,78068.76
Id_746,G,10.0,False,True,7.4,X,type_1,17.28,65729.0,1.428571429,-27.828,4.08882717,False,B,72225.384
Id_3569,A,9.6,False,True,11.1,,type_0,,49254.0,2.142857143,-13.914,3.363585661,True,A,269800.608
Id_790,,9.0,False,True,9.25,X,,18.96,,1.428571429,-27.828,4.08882717,False,,55750.8336
Id_2476,,9.2,False,True,11.84,Z,type_2,21.6,60456.0,1.785714286,-27.828,4.08882717,False,,141340.584
Id_9325,B,9.2,False,False,,Z,type_2,28.56,113127.0,2.857142857,-13.914,4.08882717,,A,249851.448
Id_2570,F,9.4,False,False,11.84,Z,type_2,19.92,98218.0,1.785714286,,4.08882717,,D,119107.4808
Id_5286,C,10.2,False,True,20.72,Z,type_0,34.56,40114.0,2.857142857,-27.828,6.168843302,False,C,298420.584
Id_5215,I,8.2,False,True,8.88,X,type_1,21.84,181590.0,1.428571429,-27.828,5.488589937,False,B,34526.184
Id_2163,B,7.4,False,True,12.95,X,type_1,26.4,243125.0,2.142857143,-27.828,,False,B,37696.0584
Id_6577,I,8.2,,True,8.14,X,type_2,19.44,204095.0,1.428571429,-27.828,5.488589937,True,B,37667.784
Id_8449,B,10.2,False,True,16.65,Z,type_2,22.8,50882.0,2.857142857,-27.828,5.488589937,False,A,392037.1224
Id_380,G,10.0,False,True,7.4,X,type_1,17.28,62667.0,1.428571429,-27.828,4.08882717,True,D,72225.384
Id_8508,B,10.4,False,True,5.55,X,type_3,9.12,22714.0,1.071428571,-27.828,4.08882717,True,D,122490.984
Id_1292,,10.4,False,True,9.25,Y,type_1,16.32,12424.0,1.428571429,-27.828,4.08882717,True,D,125632.584
Id_1912,G,9.0,False,False,5.18,X,type_1,14.16,258732.0,1.428571429,-27.828,4.08882717,True,D,23530.584
Id_599,G,10.4,False,,,X,type_1,17.76,49063.0,1.428571429,-34.785,4.08882717,True,C,84791.784
Id_3892,A,9.6,False,True,11.1,W,type_0,20.16,23014.0,2.857142857,-27.828,4.08882717,False,A,408345.168
Id_4141,H,8.6,False,True,9.25,X,type_1,15.84,125874.0,1.428571429,-27.828,4.08882717,True,D,68141.304
Id_1652,B,9.8,False,True,,,,22.8,11785.0,2.142857143,-27.828,5.488589937,True,B,178719.3408
Id_5224,I,9.4,False,True,13.32,W,type_1,22.8,183764.0,2.142857143,-27.828,,True,A,62800.584
Id_1893,,10.0,False,True,7.4,X,type_1,15.6,21093.0,1.428571429,-34.785,4.08882717,False,C,156608.76
Id_1944,I,7.2,False,True,22.2,W,type_0,33.6,181600.0,2.857142857,-27.828,4.08882717,False,C,45550.0584
Id_3395,B,10.2,False,True,,X,type_3,10.8,53920.0,1.428571429,-27.828,4.08882717,False,B,122490.984
Id_5479,F,8.4,False,False,11.84,Z,type_2,22.56,251200.0,1.785714286,-27.828,,,D,68763.3408
Id_9769,I,8.0,False,False,4.44,,type_1,13.44,146109.0,1.428571429,-34.785,4.08882717,False,A,31384.584
Id_375,J,10.0,False,True,7.4,,type_1,17.76,23493.0,1.428571429,-34.785,4.08882717,True,B,86362.584
Id_1966,F,9.6,False,True,5.55,,,15.36,32390.0,1.071428571,-27.828,,False,B,91043.568
Id_3957,F,10.2,False,True,7.4,Z,type_2,17.76,54348.0,1.428571429,-27.828,4.08882717,False,B,200996.4264
Id_7135,E,7.4,False,False,8.88,X,type_1,22.56,219764.0,1.428571429,-27.828,,False,A,25101.384
Id_7478,G,9.4,False,True,5.92,X,type_2,11.28,127260.0,1.428571429,-27.828,4.08882717,False,D,65957.892
Id_4505,B,9.8,False,True,6.66,X,type_3,10.08,27955.0,1.428571429,-34.785,4.08882717,True,,106782.984
Id_9580,A,9.2,,True,7.77,W,type_2,15.12,115909.0,1.428571429,-27.828,5.488589937,True,B,188338.92
Id_5288,,10.0,False,True,,X,type_3,11.28,20763.0,1.428571429,-34.785,4.08882717,True,C,182181.384
Id_1471,B,8.2,,True,8.88,X,type_1,22.8,162282.0,1.428571429,-27.828,6.168843302,False,A,56517.384
Id_3346,G,8.6,,True,8.14,,type_2,17.52,188655.0,1.428571429,-27.828,5.488589937,True,,72241.092
Id_6253,E,8.2,False,False,8.88,,type_1,28.8,135954.0,1.428571429,-13.914,1.834008086,True,D,34526.184
Id_2853,J,,False,True,7.4,Y,type_1,21.12,67436.0,1.428571429,-27.828,4.08882717,False,B,64371.384
Id_8988,C,8.2,False,True,9.25,Z,type_1,21.84,180393.0,1.428571429,-27.828,,False,,37661.5008
Id_9775,F,,False,True,11.1,,type_2,22.32,190000.0,1.428571429,-27.828,4.08882717,True,B,56196.9408
Id_6459,F,8.6,False,False,8.14,W,,18.24,210198.0,1.428571429,-13.914,,True,D,47092.584
Id_4062,G,8.6,False,False,7.4,X,type_1,,,1.428571429,-27.828,4.08882717,,A,40809.384
Id_5863,,10.0,False,True,7.4,X,type_1,17.28,59668.0,1.428571429,-27.828,4.08882717,False,A,84471.3408
Id_4306,B,10.2,,True,9.25,Y,type_3,11.52,79572.0,1.428571429,-34.785,4.08882717,False,C,182197.092
Id_4877,D,9.8,False,True,7.4,Y,type_0,18.0,35802.0,1.428571429,-27.828,,False,C,127863.12
Id_7249,C,9.6,False,True,8.51,Z,type_2,16.8,213226.0,1.428571429,-27.828,4.08882717,False,B,94216.584
Id_5273,F,9.2,False,True,8.14,Z,type_2,19.44,243000.0,1.428571429,,4.08882717,True,A,78225.84
Id_3990,B,10.2,False,False,5.92,Y,type_0,18.24,27855.0,1.071428571,-20.871,3.363585661,False,A,162662.6232
Id_1049,G,9.4,False,True,7.4,X,type_1,,39186.0,,-27.828,4.08882717,False,C,83971.8264
Id_6175,A,8.6,False,True,7.77,W,type_2,19.68,247934.0,1.428571429,-27.828,1.834008086,False,B,59687.2584
Id_6926,J,8.8,False,True,8.14,Y,type_2,17.52,157310.0,1.428571429,,5.488589937,False,,62800.584
Id_7864,D,9.8,False,True,5.18,X,type_0,12.96,35872.0,1.428571429,-34.785,4.08882717,False,B,109940.292
Id_2035,I,9.0,False,True,8.88,X,type_1,,101300.0,1.428571429,-27.828,4.08882717,,D,50234.184
Id_4039,A,,,True,7.4,W,type_0,18.72,50680.0,1.428571429,-27.828,4.08882717,,C,182181.384
Id_6875,B,10.2,False,True,4.44,X,type_0,15.36,5192.0,,-27.828,4.08882717,False,A,122490.984
Id_9354,,9.4,False,True,11.84,Z,type_2,21.12,79574.0,1.785714286,-27.828,4.08882717,True,A,107756.88
Id_1972,F,9.8,False,True,,Z,type_2,20.88,102802.0,1.785714286,-27.828,4.08882717,False,A,122490.984
Id_5072,I,8.4,False,True,6.66,X,type_1,17.76,,1.428571429,-27.828,4.08882717,False,B,34526.184
Id_2099,A,9.2,,True,11.1,W,type_2,13.44,55983.0,2.142857143,-27.828,4.08882717,False,C,216142.08
Id_1499,H,8.4,False,True,7.4,X,type_1,15.36,110366.0,1.428571429,,4.08882717,False,A,56517.384
Id_9612,B,9.0,False,True,9.99,W,type_1,27.6,143766.0,1.428571429,-13.914,2.615056629,False,C,69083.784
Id_652,J,9.2,False,True,,Y,type_1,20.4,94040.0,1.428571429,-27.828,4.08882717,False,A,84791.784
Id_170,D,,False,False,4.44,X,type_0,16.56,204361.0,1.428571429,-20.871,1.834008086,True,A,46747.008
Id_4085,B,9.8,False,True,7.4,X,,14.4,78160.0,1.428571429,-34.785,4.08882717,True,B,100515.492
Id_242,D,8.8,False,,7.4,X,type_0,14.88,120000.0,1.428571429,-34.785,4.08882717,False,C,81678.4584
Id_5710,F,10.0,False,False,8.14,W,type_2,15.6,,1.428571429,-13.914,1.834008086,False,C,106462.5408
Id_6972,,9.2,False,True,,,type_2,21.6,95996.0,1.428571429,-27.828,5.488589937,False,C,138198.984
Id_2756,F,8.8,False,True,11.84,Z,type_2,22.08,177422.0,1.785714286,-13.914,1.834008086,True,,71904.9408
Id_6884,G,9.6,False,True,8.14,Y,type_2,,59202.0,1.428571429,-27.828,5.488589937,True,,134303.4
Id_5446,H,8.2,False,True,7.4,X,type_1,19.68,227296.0,1.428571429,-27.828,4.08882717,,D,34526.184
Id_2076,C,10.2,False,True,20.72,Z,,34.56,68537.0,2.857142857,-27.828,,True,C,276429.384
Id_4103,,9.8,,True,5.18,X,type_1,,61856.0,,,4.08882717,False,C,69083.784
Id_9559,H,7.4,False,True,8.51,X,type_1,20.64,160796.0,,-27.828,4.08882717,True,A,24347.4
Id_7571,G,10.4,,True,7.4,,type_1,17.76,27655.0,1.428571429,-34.785,4.08882717,False,A,89504.184
Id_9466,B,9.8,False,True,12.95,X,type_1,21.84,71009.0,2.142857143,-27.828,5.488589937,False,A,122490.984
Id_4894,B,9.0,,False,11.1,Z,type_2,,209544.0,1.428571429,-27.828,4.08882717,False,C,106811.2584
Id_6692,E,10.0,,True,7.4,,type_1,18.24,59931.0,1.428571429,-27.828,4.08882717,True,B,79451.064
Id_8054,F,9.4,False,True,8.14,W,type_2,18.0,166160.0,1.428571429,-27.828,4.08882717,True,D,78508.584
Id_5389,E,8.8,False,True,8.51,Z,type_2,13.92,111629.0,1.428571429,-27.828,4.08882717,True,C,62800.584
Id_9373,B,9.2,False,True,10.36,Z,type_2,20.4,240532.0,1.428571429,,4.08882717,True,,87336.48
Id_8021,D,9.8,False,True,,Y,type_0,18.0,56689.0,1.428571429,-27.828,4.08882717,True,A,100179.3408
Id_8604,E,7.2,False,True,14.06,Z,type_1,32.4,162001.0,2.142857143,-27.828,5.488589937,True,C,59596.152
Id_4480,,8.6,False,True,,Z,type_2,23.76,240797.0,1.428571429,-27.828,4.08882717,False,C,72247.3752
Id_8326,A,9.8,False,True,7.4,Y,,17.28,46465.0,1.428571429,-27.828,4.08882717,True,B,216738.984
Id_4078,I,8.2,False,True,11.1,W,type_1,21.36,287742.0,2.142857143,-27.828,,False,C,19792.08
Id_640,I,6.8,False,False,12.95,W,type_1,0.0,273980.0,2.142857143,-27.828,4.08882717,False,B,29842.0584
Id_1270,J,8.4,False,True,12.95,X,type_1,26.16,148482.0,2.142857143,-27.828,,,,43950.984
Id_2778,E,8.0,False,True,7.4,X,type_1,19.68,158011.0,1.428571429,-27.828,4.08882717,True,D,31412.8584
Id_9497,I,,False,False,22.2,W,type_1,29.52,,2.857142857,-13.914,1.834008086,False,B,125632.584
Id_3861,G,8.4,False,True,8.14,Y,type_2,17.52,192121.0,1.428571429,-27.828,5.488589937,True,A,71879.808
Id_3480,C,9.0,False,False,8.51,W,type_2,15.36,153386.0,1.428571429,-13.914,1.834008086,True,D,69083.784
Id_1534,E,8.4,False,False,7.4,X,,16.56,205498.0,1.428571429,-27.828,,True,C,31384.584
Id_325,F,9.8,False,True,11.84,,,20.88,56459.0,1.785714286,-13.914,1.834008086,True,B,138198.984
Id_2338,J,10.0,,True,5.92,X,type_1,,28668.0,1.428571429,-27.828,,False,,106782.984
Id_3980,A,9.8,False,True,7.4,,type_0,17.28,32883.0,1.428571429,-27.828,4.08882717,False,B,175301.28
Id_6877,E,10.0,False,True,8.88,X,type_1,18.96,34039.0,1.428571429,-27.828,4.08882717,,B,100179.3408
Id_4054,F,9.0,False,True,14.8,W,type_1,28.08,98617.0,2.142857143,-27.828,4.08882717,True,A,141214.92
Id_2237,B,10.2,False,True,9.25,X,type_3,10.8,8705.0,1.428571429,-27.828,4.08882717,False,C,181882.932
Id_7106,J,9.0,,False,,X,,13.68,101000.0,1.428571429,-34.785,4.08882717,False,A,37696.0584
Id_9668,B,8.8,False,True,6.66,X,type_1,15.84,129850.0,,-27.828,4.08882717,True,A,59338.5408
Id_4745,G,9.6,False,True,7.4,X,type_1,17.76,45512.0,1.428571429,-27.828,4.08882717,True,D,72225.384
Id_864,I,9.2,,,,Z,type_2,21.84,136255.0,1.428571429,-27.828,4.08882717,False,B,116207.784
Id_6203,E,9.8,False,,8.88,Z,type_2,17.28,,1.428571429,-27.828,4.08882717,,A,116176.368
Id_5508,E,,False,True,7.4,X,type_1,,216410.0,1.428571429,-27.828,4.08882717,False,A,43919.568
Id_7429,B,8.8,False,True,11.1,Z,type_2,20.88,357317.0,1.428571429,,4.08882717,False,B,87961.6584
Id_371,I,9.4,False,,13.32,W,type_1,,70124.0,2.142857143,-27.828,4.08882717,False,D,106782.984
Id_6296,I,8.4,False,True,11.1,Y,type_1,,124370.0,2.142857143,-27.828,5.488589937,True,,40212.48
Id_5551,F,9.8,False,,7.4,,type_1,19.68,,1.428571429,-34.785,4.08882717,False,A,94216.584
Id_5723,I,9.2,False,True,10.36,,type_2,,207250.0,,-27.828,4.08882717,True,D,59338.5408
Id_5899,H,8.2,False,True,,X,,16.32,148038.0,1.428571429,-34.785,4.08882717,True,B,37667.784
Id_9287,H,9.4,False,True,7.4,X,type_1,14.64,85552.0,1.428571429,-27.828,4.08882717,False,A,81587.352
Id_7871,H,8.6,False,True,7.4,X,type_1,19.68,126634.0,1.428571429,-27.828,4.08882717,True,A,53391.492
Id_2364,F,8.4,False,False,8.14,Z,type_2,19.44,175802.0,1.428571429,-27.828,4.08882717,True,A,72241.092
Id_3213,B,9.0,False,True,10.36,W,type_2,19.44,217213.0,1.428571429,-27.828,4.08882717,True,B,81367.44
Id_911,B,9.4,False,True,6.66,X,,9.84,21398.0,1.428571429,-34.785,4.08882717,True,C,94216.584
Id_9047,,,False,True,5.92,X,,17.04,56333.0,1.428571429,-27.828,4.08882717,True,B,97044.024
Id_9790,B,10.6,False,True,12.21,Z,type_2,21.36,11.0,2.142857143,-27.828,5.488589937,True,D,486948.0
Id_7289,F,9.8,False,True,7.4,X,type_2,18.24,66987.0,1.428571429,-13.914,4.796035003,True,,169018.08
Id_9958,H,10.6,True,True,9.25,Y,type_1,18.0,4.0,1.428571429,-27.828,4.08882717,False,B,148164.1392
Id_6536,H,9.0,False,True,7.4,Y,type_1,16.08,123670.0,1.428571429,-27.828,4.08882717,True,A,65942.184
Id_9192,J,10.2,,True,7.4,X,type_1,,10833.0,1.428571429,-34.785,4.08882717,False,D,94216.584
Id_1423,H,9.4,False,True,7.4,X,type_1,15.36,165305.0,1.428571429,,4.08882717,,C,65628.024
Id_9807,E,9.6,False,True,,X,type_1,17.52,83838.0,1.428571429,-27.828,4.08882717,True,A,100499.784
Id_479,H,10.6,True,,,Y,type_2,14.4,7.0,1.428571429,-27.828,5.488589937,True,A,225843.3408
Id_662,B,10.4,False,True,5.55,Y,type_3,9.6,6829.0,1.071428571,-27.828,4.08882717,True,A,135085.6584
Id_4476,H,10.4,False,True,9.25,Y,type_1,18.0,10579.0,1.428571429,-27.828,4.08882717,True,A,119349.384
Id_8982,B,10.2,False,True,10.36,Z,type_2,18.96,23411.0,1.428571429,-27.828,4.08882717,True,A,226163.784
Id_8077,B,9.6,,True,10.36,Z,type_2,20.4,,,-27.828,4.08882717,False,D,144482.184
Id_2988,,9.8,False,,7.4,Y,type_2,16.08,56124.0,1.428571429,-27.828,4.08882717,True,D,125632.584
Id_1119,B,7.6,False,True,9.99,W,type_1,30.24,324088.0,1.428571429,-20.871,10.06611833,False,D,94244.8584
Id_2776,H,10.6,True,True,9.25,X,type_1,18.24,8.0,1.428571429,-27.828,4.08882717,False,B,179203.1472
Id_9835,C,9.8,False,True,8.51,,type_2,16.8,83500.0,1.428571429,-27.828,4.08882717,False,B,166033.56
Id_5003,B,8.0,False,True,12.95,X,type_1,27.84,,2.142857143,-27.828,5.488589937,False,A,68643.96
Id_6649,A,7.8,False,True,7.77,W,,20.88,278898.0,,-27.828,1.834008086,False,B,40683.72
Id_7254,C,9.8,False,True,9.25,Z,type_1,19.92,97660.0,1.428571429,-27.828,4.08882717,,B,87612.9408
Id_4427,G,,False,True,9.25,W,type_2,,,1.428571429,-27.828,2.615056629,,,50262.4584
Id_7431,G,9.2,False,True,6.66,X,type_1,17.04,35845.0,1.428571429,-34.785,4.08882717,False,D,65502.36
Id_3981,C,10.0,False,,9.25,Z,type_1,19.92,59814.0,1.428571429,-27.828,4.08882717,False,A,91074.984
Id_6351,,10.6,False,,,W,type_1,16.8,8008.0,1.428571429,-13.914,3.363585661,False,D,313531.68
Id_2893,A,9.6,False,True,11.1,W,,,45432.0,2.857142857,-27.828,4.08882717,True,D,401587.5864
Id_2669,B,9.8,False,True,7.4,X,type_1,15.6,27600.0,1.428571429,-34.785,4.08882717,False,B,122428.152
Id_3977,D,9.4,False,False,4.44,X,type_0,11.52,24842.0,1.428571429,-34.785,4.08882717,True,B,62455.008
Id_5259,F,10.4,False,True,7.4,X,type_0,20.64,6794.0,1.428571429,-27.828,4.08882717,False,D,152081.7144
Id_279,D,10.6,True,True,7.4,W,type_2,0.0,,1.428571429,-13.914,2.615056629,False,D,206057.544
Id_6730,H,,False,True,9.25,X,type_1,15.84,,1.428571429,-27.828,4.08882717,True,B,97358.184
Id_6104,I,8.0,False,True,22.2,W,type_0,34.8,89523.0,2.857142857,-27.828,4.08882717,False,D,87650.64
Id_7020,B,8.8,False,False,16.65,Z,type_2,28.56,168888.0,2.857142857,-27.828,4.08882717,True,D,203889.84
Id_1694,J,9.4,False,True,7.4,X,type_1,18.96,59052.0,1.428571429,-27.828,4.08882717,False,A,83249.2584
Id_8912,B,,False,True,16.65,Z,type_2,22.8,68604.0,2.857142857,-27.828,5.488589937,True,C,361280.8584
Id_3479,,,False,True,9.25,Y,,19.44,16605.0,1.428571429,-27.828,5.488589937,False,,163331.784
Id_4416,J,9.0,False,True,7.4,Y,type_2,17.28,114568.0,1.428571429,-27.828,4.08882717,True,B,68763.3408
Id_7592,F,9.2,False,,11.84,Y,type_2,20.4,,1.785714286,-27.828,5.488589937,False,B,157048.584
Id_6282,B,9.8,False,True,12.95,,,21.84,69550.0,2.142857143,-27.828,5.488589937,True,C,157048.584
Id_5603,A,9.8,False,True,11.1,Y,type_3,21.84,,2.142857143,-27.828,4.08882717,False,D,402093.384
Id_8619,G,9.2,False,True,7.4,Y,type_2,16.32,91756.0,1.428571429,,4.08882717,False,,89378.52
Id_7780,B,7.6,False,,6.66,X,type_1,18.48,165708.0,1.428571429,-34.785,4.08882717,True,C,43966.692
Id_4296,E,9.8,False,True,7.4,X,type_1,18.24,,1.428571429,,4.08882717,True,A,78508.584
Id_4593,B,7.4,False,False,11.1,Z,,20.4,305785.0,1.428571429,-13.914,3.363585661,True,C,58116.4584
Id_4844,B,9.8,False,True,9.25,,type_3,,93060.0,1.428571429,-34.785,4.08882717,False,D,147623.784
Id_2209,B,,False,True,5.55,,type_1,15.12,156500.0,1.428571429,-34.785,4.08882717,True,C,43950.984
Id_7605,B,8.0,False,False,11.1,W,type_2,20.64,335300.0,1.428571429,,,False,D,62828.8584
Id_5501,B,9.6,False,True,10.36,Z,type_2,20.4,121135.0,1.428571429,-27.828,4.08882717,False,D,128774.184
Id_184,B,9.6,False,True,10.36,Z,type_2,20.4,89567.0,1.428571429,-27.828,4.08882717,True,B,145424.664
Id_4800,G,9.4,False,True,7.4,X,type_1,18.96,144502.0,1.428571429,-27.828,,True,B,68801.04
Id_4845,B,7.6,False,True,11.1,W,,21.12,186474.0,,-27.828,2.615056629,True,D,72253.6584
Id_2350,I,9.8,False,True,10.36,Z,type_2,20.64,86138.0,1.428571429,,5.488589937,True,D,100499.784
Id_553,I,8.2,False,True,8.14,,type_2,19.92,177200.0,,-27.828,5.488589937,False,B,36125.2584
Id_1397,E,9.8,False,True,8.88,Z,type_2,20.64,,1.428571429,-27.828,4.08882717,False,B,125569.752
Id_1384,C,10.6,True,,5.55,,type_6,14.64,,1.071428571,,4.08882717,False,D,179668.104
Id_9182,G,7.0,False,True,10.73,Z,type_2,24.72,,1.428571429,-27.828,5.488589937,,,23562.0
